ec2_count,ec2_total_memory,ec2_total_vcpu,rds_count,rds_total_memory,rds_multi_az,ebs_volume_count,ebs_total_gb,s3_bucket_count,s3_total_gb,has_nat_gateway,has_load_balancer,total_resources,monthly_cost
5,208.0,46,3,84.0,1,18,10303,10,51756,1,1,38,6431.64
4,57.0,12,4,48.0,0,9,3155,1,3300,1,0,19,2078.21
10,209.0,48,0,0.0,1,19,8939,3,11291,0,1,33,4007.81
2,36.0,10,5,106.0,0,4,1848,5,15116,1,0,17,2731.93
3,48.0,16,3,26.0,0,13,7900,3,20763,0,0,22,2881.17
10,197.0,46,0,0.0,1,18,6840,8,27418,0,1,37,3561.07
2,9.0,6,1,32.0,0,3,1869,8,40296,1,0,15,1377.37
10,280.0,74,4,34.0,0,9,4310,10,44944,1,0,34,5095.18
1,2.0,2,5,62.0,1,14,7820,3,18704,1,1,25,3097.21
7,118.0,26,0,0.0,1,2,1057,1,223,1,0,11,1327.34
2,36.0,10,0,0.0,0,13,5949,7,27780,0,1,23,1445.79
6,33.5,14,2,12.0,0,12,7165,8,51427,0,1,29,2687.79
1,2.0,2,2,64.0,0,11,5742,5,26196,1,0,20,2369.96
7,113.0,32,2,48.0,1,15,9144,7,41025,1,0,32,4952.51
8,156.0,44,4,69.0,0,7,3416,7,23830,1,0,27,3482.69
4,56.5,14,4,26.0,0,8,3863,7,43766,0,0,23,2192.51
4,46.0,16,4,28.0,1,2,1113,10,52351,0,1,21,2401.21
8,168.5,46,0,0.0,1,4,3257,1,3655,1,0,14,2448.94
1,16.0,4,3,66.0,0,16,9328,10,41677,1,1,32,3883.34
1,1.0,2,1,2.0,1,9,5805,5,34058,1,1,18,1985.49
2,20.0,10,2,40.0,0,10,5340,5,12424,0,1,20,2180.46
6,133.0,34,2,72.0,0,14,6090,3,20969,1,0,26,3343.47
5,45.5,16,1,32.0,0,6,2426,8,42726,0,0,20,2028.15
0,0.0,0,1,4.0,0,10,6187,10,61418,0,1,22,2628.65
8,176.0,46,3,104.0,0,14,4982,1,5957,1,0,27,3587.18
7,192.0,50,3,160.0,0,5,658,7,37049,1,0,23,3924.92
0,0.0,0,3,80.0,1,16,7046,3,9236,0,1,23,3474.48
3,48.5,8,2,2.0,0,8,3932,2,6710,1,0,16,1004.22
4,44.0,10,3,56.0,1,15,8532,0,0,0,1,23,3521.86
6,196.5,32,3,26.0,0,3,1381,1,1859,0,1,14,1696.31
10,229.0,54,4,36.0,1,16,8752,3,17291,1,1,35,5040.72
1,8.0,2,1,32.0,1,20,8100,2,11106,0,0,24,2850.29
5,76.0,22,5,47.0,0,15,6434,6,49693,0,0,31,3798.59
3,96.0,22,1,8.0,1,20,9743,7,54146,1,0,32,4258.31
1,4.0,2,0,0.0,1,2,1968,0,0,0,0,3,392.16
4,144.5,34,5,60.0,1,11,4394,9,59617,1,1,31,5238.44
10,96.0,40,5,180.0,0,10,4342,1,3221,1,0,27,4142.3
10,150.5,40,1,16.0,0,11,6698,5,27781,1,1,29,3287.72
9,162.5,38,2,128.0,0,11,4461,3,26613,1,1,27,3712.62
8,116.0,36,5,76.0,0,3,1153,1,7993,1,1,19,2264.17
0,0.0,0,3,64.0,1,0,0,2,13767,1,1,7,1841.96
10,168.0,42,5,194.0,0,8,4058,9,42213,1,1,34,5009.09
4,88.5,24,1,32.0,0,11,6263,8,48959,1,1,26,3994.78
5,48.0,18,4,96.0,0,7,3246,6,22614,0,1,23,2897.58
3,17.5,8,2,72.0,1,1,490,4,34157,1,1,12,2504.03
2,32.5,10,5,88.0,1,13,7491,5,26215,0,0,25,3790.63
7,104.5,30,0,0.0,1,13,5532,2,17627,1,1,24,3197.06
7,134.0,36,5,136.0,0,9,5051,0,0,0,1,22,3331.74
10,145.0,34,0,0.0,1,20,10988,8,42106,1,1,40,4019.63
5,30.5,12,0,0.0,0,11,6744,2,13759,0,0,18,2136.96
5,106.0,22,4,52.0,1,4,1983,0,0,1,0,14,2163.24
2,20.0,4,3,17.0,0,8,2455,8,43403,0,0,21,2222.27
5,86.5,24,2,48.0,1,1,473,9,44697,0,0,17,3120.44
7,36.0,16,5,180.0,1,19,9429,8,53721,1,1,41,6626.91
4,72.0,22,5,73.0,0,18,10302,4,19919,0,0,31,3812.82
2,64.0,12,2,8.0,0,18,10260,6,21019,0,0,28,2466.98
5,116.0,28,1,32.0,0,5,3466,8,39698,1,1,21,3130.93
3,129.0,26,2,18.0,1,17,8197,7,48277,1,1,31,5034.86
4,76.0,18,0,0.0,0,5,3719,9,54899,0,0,18,2527.43
8,132.0,30,3,48.0,1,5,3393,1,6216,0,0,17,3088.67
2,12.0,4,5,61.0,1,19,9982,7,35488,1,1,35,4469.27
8,188.0,36,2,66.0,1,0,0,4,25817,1,0,15,3121.98
5,168.0,24,4,80.0,1,5,2173,1,5192,1,1,17,3247.24
10,92.0,28,5,17.0,1,19,9523,2,12584,0,0,36,4434.43
3,52.0,10,0,0.0,0,16,7086,3,19890,1,1,24,1902.45
2,128.0,24,1,32.0,1,19,11222,5,28919,1,1,29,5119.7
8,161.5,38,2,96.0,0,1,868,10,44740,0,1,22,2913.53
0,0.0,0,2,18.0,1,17,8207,3,10450,0,1,23,2257.88
9,174.0,36,4,129.0,0,13,5563,5,33864,0,0,31,4441.83
8,124.0,48,5,116.0,1,18,9240,5,25786,1,0,37,6694.92
10,284.0,64,0,0.0,0,17,9072,3,13714,1,0,31,3933.12
7,157.0,38,3,73.0,1,2,818,3,16760,0,0,15,3134.83
10,248.5,52,1,8.0,1,1,525,5,26667,1,0,18,2762.07
2,65.0,18,3,64.0,1,15,6659,7,37228,1,0,28,3735.51
0,0.0,0,4,50.0,1,13,7789,8,35545,1,1,27,3124.55
6,65.0,20,5,33.0,0,18,8870,9,46847,0,0,38,3601.33
6,96.0,18,4,42.0,0,15,5971,10,60288,0,1,36,4530.18
3,56.0,10,0,0.0,1,2,1284,1,4739,0,0,6,617.9
10,128.5,36,4,120.0,0,4,3062,7,33651,0,0,25,4001.42
9,227.0,46,2,2.0,1,7,4378,3,16544,1,1,23,3256.77
1,16.0,4,0,0.0,1,19,9332,9,50221,0,1,30,3275.82
4,8.0,8,0,0.0,1,18,9835,5,28700,1,0,28,3347.12
7,179.0,44,5,76.0,0,14,6253,2,9707,0,0,28,3677.62
2,32.5,10,2,40.0,0,16,7569,8,49502,0,0,28,3779.66
3,88.0,24,1,1.0,0,12,6184,0,0,1,0,17,2027.7
2,32.0,16,5,58.0,1,0,0,2,8407,0,0,9,1882.8
1,64.0,16,2,36.0,0,9,5824,6,24430,0,0,18,2427.67
4,57.0,10,2,24.0,0,12,6497,5,16767,1,0,24,2449.27
0,0.0,0,5,49.0,0,11,5253,5,34670,0,1,22,2708.64
6,96.5,28,3,44.0,1,15,7643,9,50964,1,1,35,5242.88
3,40.5,14,2,16.0,1,14,6014,1,9538,1,0,21,3010.39
6,157.0,26,2,8.0,0,14,8774,10,59221,1,0,33,3548.67
2,40.0,10,0,0.0,1,12,5893,8,36563,1,0,23,3201.86
3,32.5,12,1,64.0,0,3,703,9,40098,1,1,18,1981.09
9,170.5,38,4,15.0,1,8,4103,9,46707,1,0,31,3636.0
8,172.0,34,1,16.0,1,1,362,8,35181,0,1,19,2405.42
4,44.0,14,3,97.0,1,14,8415,7,29519,1,0,29,4667.31
8,162.0,40,5,73.0,1,17,9134,1,3586,0,1,32,5990.04
7,177.0,26,2,24.0,0,13,5990,8,46461,1,0,31,3765.56
10,214.0,52,3,10.0,0,15,9801,3,15368,0,0,31,3758.53
1,64.0,16,0,0.0,0,2,1197,0,0,0,1,4,913.41
6,152.0,26,4,52.0,1,4,2436,9,45803,1,1,25,3595.39
9,141.5,36,3,98.0,0,8,1818,2,8168,1,0,23,3466.35
2,12.0,6,3,144.0,1,5,1996,0,0,1,0,11,3376.07
7,208.5,44,0,0.0,1,18,11083,3,22879,1,0,29,3708.73
6,141.0,38,4,82.0,0,9,3826,5,29790,1,1,26,4374.97
10,165.0,48,3,104.0,0,11,5125,6,25986,0,0,30,4344.14
8,196.0,44,5,66.0,0,4,1435,1,6445,1,1,20,3447.96
7,136.5,38,2,18.0,1,3,1715,10,60864,1,0,23,3225.21
5,88.5,26,1,32.0,0,6,2037,8,37008,1,1,22,2817.86
8,124.0,34,4,90.0,1,7,3666,3,10321,1,0,23,3886.09
1,16.0,8,1,16.0,1,13,6674,0,0,0,1,16,2164.61
4,30.0,12,2,17.0,0,12,6502,8,44774,1,0,27,3063.07
3,36.0,12,4,8.0,0,19,9572,5,35931,0,1,32,3327.77
9,179.5,46,0,0.0,0,5,2866,4,23425,1,0,19,2430.63
6,208.0,52,2,96.0,1,2,1539,3,8781,0,0,13,4172.16
9,129.0,26,0,0.0,0,10,4355,9,45335,0,1,29,2288.91
0,0.0,0,3,88.0,0,17,9071,8,37887,1,0,29,3374.84
7,106.0,30,1,32.0,0,16,9407,10,61605,1,0,35,4324.46
10,264.5,54,4,108.0,0,19,9963,1,4078,0,1,35,4673.1
9,208.5,48,2,36.0,1,0,0,6,24867,1,1,19,3127.13
1,4.0,2,4,15.0,0,1,969,5,36949,0,1,12,1441.75
0,0.0,0,4,21.0,1,6,3082,10,48527,1,1,22,2226.38
6,108.0,18,1,2.0,0,17,9507,10,57567,1,1,36,4842.81
8,92.0,26,1,32.0,1,18,8330,0,0,0,1,28,2845.63
8,117.0,30,3,112.0,1,1,633,4,21176,0,1,17,3385.45
0,0.0,0,1,32.0,1,19,8252,10,54935,0,0,30,3248.31
2,68.0,10,5,64.0,0,12,7315,6,21214,0,0,25,2190.11
2,80.0,10,1,4.0,1,5,2194,7,38978,1,1,17,2122.64
8,62.0,20,1,4.0,1,13,5367,10,50649,1,1,34,2466.06
10,192.0,42,4,73.0,1,9,4866,6,38584,1,1,31,4863.55
10,184.0,52,5,68.0,1,4,1785,2,6008,1,1,23,3907.31
2,18.0,6,4,74.0,1,11,5330,7,17713,1,1,26,3154.47
5,41.0,12,5,30.0,0,1,920,2,8512,1,0,14,1405.53
2,80.0,16,2,36.0,1,9,4264,9,54806,0,0,22,3882.52
6,55.0,18,3,17.0,0,8,3339,10,54392,1,1,29,2751.73
6,214.0,38,1,8.0,0,11,5718,5,18789,1,0,24,3053.41
10,150.0,46,0,0.0,1,8,3941,10,49214,1,1,30,3679.06
6,132.0,38,4,130.0,0,13,6831,2,7846,1,1,27,3854.09
6,132.0,38,0,0.0,0,17,7632,6,24802,0,1,30,2680.03
10,204.0,46,1,16.0,0,19,8789,7,39026,1,0,38,4674.46
4,160.0,32,0,0.0,1,20,8474,3,13007,1,0,28,4106.4
1,16.0,2,3,56.0,0,13,7367,10,40728,1,0,28,2777.84
5,160.5,30,3,144.0,1,0,0,1,4267,1,0,10,4029.79
10,140.0,40,5,98.0,0,2,1811,3,14107,0,1,21,2468.03
3,48.0,12,2,8.0,0,16,5328,0,0,0,0,21,2211.28
7,208.0,44,2,18.0,0,1,658,8,37405,1,0,19,2690.41
9,180.0,46,4,45.0,0,10,4977,5,22678,0,1,29,3694.77
9,244.5,62,5,67.0,1,13,6638,4,26052,1,1,33,4835.46
10,240.0,50,5,88.0,0,9,3683,9,34954,1,0,34,5318.93
2,64.0,16,3,48.0,0,6,3452,3,13165,1,1,16,2024.3
9,208.5,44,3,18.0,0,15,9326,2,7718,1,1,31,3781.19
4,97.0,22,1,2.0,0,19,10367,0,0,0,0,24,2906.34
0,0.0,0,4,106.0,1,16,7873,4,16795,0,1,25,2963.67
5,57.5,12,3,24.0,1,15,7678,0,0,1,0,24,2757.26
1,16.0,4,0,0.0,1,18,8913,6,22013,1,1,27,2413.6
2,72.0,10,5,57.0,1,18,9413,7,35207,0,0,32,4413.29
0,0.0,0,2,66.0,1,11,5470,3,11765,0,0,16,3184.21
0,0.0,0,2,34.0,1,2,506,7,40602,1,0,12,1870.18
6,80.5,26,3,14.0,0,9,3565,4,7090,0,1,23,1645.79
4,100.0,26,3,16.0,0,18,8871,4,11047,1,0,30,3169.84
7,104.5,24,0,0.0,0,18,8736,9,60806,0,0,34,4588.17
5,68.0,20,3,56.0,0,13,7540,0,0,1,0,22,2192.14
3,56.0,18,2,32.0,1,7,4559,5,19520,1,0,18,2735.04
2,65.0,10,5,200.0,1,12,5770,2,3376,0,0,21,5761.38
6,102.0,26,0,0.0,0,18,8937,10,48381,1,0,35,3718.86
4,28.0,10,4,50.0,1,2,725,4,24387,0,0,14,2469.24
2,17.0,10,0,0.0,0,18,9771,9,50579,0,0,29,3219.65
3,36.0,10,4,60.0,1,8,4181,2,10022,1,0,18,2844.34
4,105.0,20,0,0.0,0,11,5048,8,38848,1,0,24,2590.49
7,109.5,28,0,0.0,1,9,3276,2,6285,1,1,20,2019.61
8,141.5,44,5,113.0,0,9,5603,10,45518,0,0,32,4673.76
9,129.5,32,1,8.0,1,18,5620,6,29627,1,1,36,3151.38
7,60.0,24,3,26.0,0,0,0,9,55869,1,0,20,2110.22
4,48.0,16,5,144.0,0,17,8264,7,45246,1,0,34,3909.97
2,34.0,10,1,8.0,0,2,1407,0,0,1,1,7,600.85
2,20.0,10,1,32.0,1,4,1899,1,8031,0,1,9,1218.23
1,8.0,2,0,0.0,0,3,1537,10,44439,0,1,15,1279.86
4,88.5,22,0,0.0,1,19,6643,3,12141,0,0,26,2740.78
8,127.0,34,2,48.0,0,11,6287,1,9425,1,1,24,2677.34
8,190.0,46,4,26.0,1,12,7369,9,37329,1,0,34,4722.97
2,20.0,6,0,0.0,1,15,8293,8,35253,1,1,27,2719.46
3,88.0,14,0,0.0,1,12,7034,0,0,0,0,15,1925.78
0,0.0,0,0,0.0,1,3,1543,6,36009,0,1,10,1407.78
4,53.0,20,0,0.0,0,17,9726,3,11078,0,1,25,2189.5
2,48.0,10,3,32.0,0,16,7906,2,13699,1,1,25,3171.96
10,158.0,42,2,20.0,1,18,8800,4,16867,0,1,35,3626.17
8,148.0,38,4,120.0,0,6,2521,6,25535,0,1,25,4003.07
3,72.0,20,0,0.0,0,3,1896,8,26164,0,1,15,1525.86
1,32.0,8,2,80.0,1,5,2005,2,11972,1,0,11,2891.92
6,76.0,20,5,152.0,1,1,874,0,0,1,1,14,3723.68
0,0.0,0,0,0.0,0,0,0,2,6094,0,0,2,136.92
1,16.0,8,0,0.0,0,11,7505,2,10337,1,0,15,2011.4
9,22.5,20,5,46.0,1,10,4819,0,0,1,0,25,2377.68
3,49.0,8,5,36.0,0,1,281,4,22329,1,0,14,1492.04
7,118.0,40,2,40.0,0,14,6469,3,14950,1,0,27,2941.46
5,41.5,16,4,45.0,1,1,143,9,33568,0,1,20,2473.85
10,150.0,46,1,2.0,1,10,7088,1,283,0,0,22,3041.48
3,100.0,22,5,64.0,1,13,7199,6,18947,0,0,27,4281.41
8,176.5,34,3,88.0,0,4,2224,3,14631,0,0,18,2865.94
6,156.0,42,5,106.0,0,14,7549,8,46920,1,0,34,5586.52
9,128.0,36,1,8.0,0,15,8682,6,42262,1,0,32,4505.65
6,66.0,20,5,115.0,1,3,1199,2,6070,1,1,18,2969.74
6,37.0,14,2,24.0,0,17,6113,2,14141,0,0,27,2921.4
1,16.0,4,5,62.0,1,15,9092,9,38693,1,1,32,4577.36
10,196.0,56,3,9.0,1,10,5137,2,6489,1,0,26,3545.19
1,8.0,4,2,9.0,0,2,1417,1,7092,0,1,7,742.61
1,8.0,2,4,36.0,0,16,10002,1,7934,1,0,23,3269.39
2,48.0,16,0,0.0,1,15,7051,3,20329,1,1,22,2074.92
6,84.0,26,5,78.0,1,14,7405,8,32541,0,0,33,4629.27
9,145.5,36,3,112.0,1,6,3582,6,33433,1,1,26,4498.9
7,122.0,34,4,97.0,1,5,2895,9,53895,1,0,26,5225.84
5,60.0,18,5,208.0,1,6,2478,2,10146,1,0,19,5094.57
6,156.5,34,0,0.0,0,8,4581,4,20907,0,0,18,2563.19
10,254.0,46,0,0.0,1,15,6909,3,16461,1,1,30,3373.84
5,137.0,26,5,70.0,1,5,1878,3,27015,0,1,19,3584.84
0,0.0,0,5,116.0,0,18,10502,8,37596,0,0,31,3996.15
5,160.0,32,0,0.0,1,6,2945,2,4100,0,0,13,1443.34
9,156.0,32,3,21.0,1,18,9537,3,20367,1,1,35,3963.3
4,144.0,20,3,18.0,0,18,9600,3,11473,0,0,28,3188.43
4,106.0,24,2,40.0,0,14,7768,4,23611,0,0,24,3739.44
10,169.0,46,5,112.0,1,3,1481,3,14894,0,1,22,4205.09
9,91.0,28,3,76.0,1,3,1014,4,18393,0,0,19,3173.68
0,0.0,0,1,32.0,1,20,10112,10,51132,1,0,32,4890.58
3,52.0,18,2,16.0,0,19,11187,2,10727,0,1,27,2801.59
0,0.0,0,2,96.0,0,14,6683,6,40365,0,0,22,2876.29
2,40.0,6,3,64.0,1,11,5581,10,71402,1,0,27,4465.1
4,18.5,10,3,80.0,0,1,361,8,42977,0,0,16,2098.26
5,104.0,22,4,58.0,0,12,5904,4,29464,1,0,26,3589.67
4,98.0,22,3,50.0,0,14,5837,0,0,1,1,23,3033.42
8,239.0,40,5,153.0,1,11,8199,8,35931,1,1,34,6704.91
4,72.0,16,1,4.0,0,10,6237,0,0,0,0,15,2057.45
9,154.0,46,5,26.0,1,18,11140,2,9151,0,1,35,4202.4
0,0.0,0,0,0.0,1,20,9350,8,39264,0,1,29,3376.38
2,24.0,8,1,4.0,0,5,1980,0,0,1,0,9,578.33
5,43.5,18,2,24.0,0,5,3643,10,42953,1,1,24,2275.71
9,145.0,26,1,8.0,1,5,1683,9,43864,1,1,26,2445.64
0,0.0,0,1,16.0,0,18,9215,7,44302,1,0,27,2744.8
4,112.0,34,5,129.0,0,5,1240,6,38808,0,0,20,3628.7
1,32.0,8,1,8.0,1,14,7807,4,18675,0,1,21,2495.25
7,75.5,24,0,0.0,1,15,7805,9,48889,0,1,32,3239.09
3,24.0,6,5,137.0,0,20,10473,6,23147,1,0,35,4993.04
10,292.5,58,0,0.0,0,4,1136,0,0,0,0,14,2269.19
5,30.0,14,5,88.0,1,18,10022,5,18628,1,1,35,4808.3
3,49.0,18,2,66.0,1,14,7957,6,33798,1,0,26,3971.84
2,96.0,24,0,0.0,0,10,6036,9,38676,1,0,22,2678.73
9,72.0,24,2,72.0,1,1,483,8,39194,0,1,21,2702.64
9,208.5,38,1,32.0,1,19,10018,4,19116,0,0,33,4568.53
0,0.0,0,4,42.0,1,16,6570,7,37079,1,1,29,2599.55
8,170.0,38,3,96.0,1,20,9477,3,11190,1,1,36,6274.26
6,304.0,64,2,16.0,1,12,6561,2,11101,0,1,23,4144.38
4,33.0,10,0,0.0,1,9,5875,4,24053,1,0,18,2156.62
5,96.5,26,2,40.0,0,9,5619,10,40358,1,1,28,3631.15
5,88.0,26,3,37.0,0,1,719,8,43117,0,0,17,2135.83
7,88.5,20,4,85.0,1,2,1009,8,44960,1,0,22,3647.82
0,0.0,0,3,13.0,1,10,3323,7,32733,0,1,21,1809.84
1,8.0,2,2,33.0,0,14,7510,8,52277,0,0,25,4020.08
9,72.5,26,2,33.0,1,10,4677,3,17030,1,1,26,3407.18
6,104.0,32,0,0.0,1,12,6544,6,35551,1,0,25,2828.07
10,188.0,40,3,81.0,0,15,7788,2,17758,0,0,30,3910.9
2,48.0,12,3,100.0,0,1,607,9,38679,1,0,16,2338.31
7,172.0,36,5,74.0,0,9,4156,0,0,1,0,22,2906.78
6,68.5,18,5,105.0,1,19,10074,6,22942,0,0,36,5545.9
8,128.0,20,1,16.0,0,17,8698,6,26648,0,1,33,3145.59
9,129.5,36,5,84.0,1,3,1792,5,22225,1,0,23,3756.64
3,34.5,12,3,19.0,1,1,93,4,24544,0,0,11,1182.26
5,116.0,26,4,88.0,1,15,9136,10,46410,0,0,34,5828.68
2,20.0,6,5,59.0,1,15,7923,4,25419,0,0,26,3694.44
2,96.0,12,2,5.0,1,3,735,3,15565,1,0,11,1180.46
5,96.5,26,4,58.0,1,10,4558,0,0,0,0,19,3664.66
9,187.0,50,4,89.0,1,15,8749,4,26751,0,1,33,5332.85
4,14.0,10,0,0.0,0,13,5566,3,13326,1,1,22,1850.97
8,212.0,46,4,116.0,1,20,8754,2,9289,1,1,36,6344.47
0,0.0,0,1,16.0,0,5,3841,9,50183,1,1,17,2133.7
9,221.0,48,0,0.0,1,3,919,4,14169,1,1,18,2527.06
6,146.0,30,5,80.0,0,12,7464,9,44640,0,1,33,4181.33
8,196.5,36,5,94.0,0,10,4341,10,35996,0,1,34,4175.14
4,133.0,36,1,32.0,0,0,0,4,20038,1,1,11,2147.12
6,112.0,28,0,0.0,1,19,10797,6,25427,1,0,32,4555.15
10,117.0,38,0,0.0,1,19,9717,7,34850,1,0,37,3866.13
2,20.0,4,3,81.0,1,0,0,8,49563,1,1,15,2703.25
8,156.5,44,5,66.0,0,19,9507,10,51318,0,1,43,4795.72
6,60.0,20,1,8.0,1,13,6681,6,18893,0,0,26,2172.29
7,117.0,26,1,4.0,0,11,4378,9,35163,0,1,29,2724.69
1,16.0,2,4,23.0,0,20,10488,6,32513,1,0,32,3839.93
1,16.0,8,5,148.0,0,3,2015,7,40797,1,0,17,2977.29
10,170.0,46,3,129.0,0,0,0,1,1818,0,0,14,2563.31
9,189.5,44,0,0.0,1,20,10482,4,28018,1,1,35,4782.06
1,16.0,4,0,0.0,0,15,7226,6,26115,1,0,23,2573.25
4,22.5,10,2,32.0,1,2,1661,1,7615,1,0,10,1507.11
9,248.0,52,3,37.0,1,6,2939,0,0,1,1,20,3149.6
1,2.0,2,1,1.0,0,11,6232,1,319,1,0,15,1706.23
8,177.0,44,3,38.0,0,13,8450,8,31909,1,1,34,4123.19
8,249.0,60,2,6.0,0,5,2602,2,11553,0,0,17,3054.26
7,224.0,50,0,0.0,0,13,7328,6,20817,1,1,28,3519.2
0,0.0,0,4,96.0,1,9,5364,5,34396,1,1,20,3689.88
1,16.0,8,1,32.0,0,16,7971,3,5348,0,1,22,2622.84
10,176.0,38,5,31.0,1,5,2262,2,7848,1,0,23,2559.36
7,69.5,24,1,32.0,0,2,259,6,27498,1,0,17,1560.86
7,176.0,40,0,0.0,0,6,2866,3,19240,0,0,16,2428.8
4,28.0,8,1,16.0,1,9,5048,0,0,0,0,14,1313.86
1,64.0,8,0,0.0,0,11,5422,7,39028,0,0,19,1733.51
7,88.0,26,4,96.0,0,4,2001,2,8901,0,1,18,2493.45
7,132.5,36,2,72.0,1,2,1606,4,24272,0,0,15,3371.5
0,0.0,0,4,34.0,0,18,9649,4,26162,1,1,28,3404.64
5,44.0,16,1,8.0,1,10,5597,6,27759,1,0,23,2497.69
6,86.5,30,4,128.0,1,19,10443,8,50770,1,1,39,7531.1
6,133.0,44,5,149.0,1,20,11979,2,9623,0,0,33,6322.88
1,8.0,2,2,80.0,1,4,2835,5,41202,1,0,13,3259.75
0,0.0,0,0,0.0,0,5,2654,6,26282,1,1,13,1096.53
0,0.0,0,4,46.0,1,13,6744,0,0,1,0,18,2258.18
5,84.0,24,2,33.0,1,11,6509,3,7325,0,1,22,2547.19
5,62.0,16,5,74.0,0,9,5307,6,27322,0,1,26,2306.63
0,0.0,0,4,72.0,0,17,9401,4,27051,0,0,25,3053.49
0,0.0,0,0,0.0,0,7,3028,5,15472,1,1,14,1442.32
8,130.0,34,3,160.0,0,20,11708,10,38626,1,0,42,6549.47
1,1.0,2,2,32.0,0,12,6354,3,15643,1,1,20,1979.51
9,171.0,38,2,96.0,1,13,5568,1,3652,1,0,26,4175.09
4,100.0,16,5,170.0,1,13,7205,10,47062,0,1,33,6080.79
4,53.0,12,3,48.0,0,18,8073,6,41832,1,0,32,3803.31
3,50.0,14,3,66.0,0,11,5658,1,9366,1,1,20,2191.21
2,68.0,18,4,38.0,1,5,2893,3,13490,1,1,16,2374.54
3,144.0,36,0,0.0,0,17,8003,4,26541,0,1,25,4072.09
9,123.0,26,4,29.0,1,15,7119,8,44810,1,0,37,4107.5
9,132.0,38,3,69.0,1,0,0,8,37647,0,1,21,3322.85
0,0.0,0,1,2.0,1,2,1588,5,33191,0,1,9,793.39
0,0.0,0,2,24.0,0,1,129,4,19565,1,1,9,836.28
1,0.5,2,4,73.0,1,19,9815,4,10895,1,0,29,3131.84
5,61.0,18,5,138.0,0,19,8107,10,48984,0,0,39,5134.88
4,132.5,28,4,57.0,0,2,1666,3,14698,0,1,14,2004.22
5,89.0,24,1,2.0,1,13,6391,1,667,1,1,22,2768.41
0,0.0,0,5,61.0,1,0,0,1,1113,1,1,8,1223.02
6,68.5,24,5,96.0,1,6,4502,4,17241,1,0,22,3909.59
6,66.0,16,5,124.0,1,16,8308,5,24611,0,1,33,4724.96
5,31.0,16,5,61.0,1,12,7216,6,47197,0,1,29,4074.29
9,221.0,48,0,0.0,1,8,3190,6,28270,1,0,24,2809.39
7,186.0,44,3,81.0,1,4,1974,0,0,0,0,14,3666.11
5,84.0,24,1,4.0,0,10,6187,5,21777,0,1,22,2429.42
6,114.0,30,2,24.0,0,14,7128,8,40796,0,1,31,3544.54
6,132.5,32,2,3.0,1,11,5725,6,33020,0,1,26,3598.94
5,92.5,26,3,28.0,0,8,4761,0,0,0,0,16,1630.51
1,4.0,2,3,56.0,1,4,1679,0,0,1,1,10,1941.46
4,30.0,14,0,0.0,0,16,8348,8,48858,0,0,28,2983.77
4,129.0,26,1,16.0,0,19,9687,3,19223,1,0,28,3360.52
3,100.0,22,5,112.0,1,4,2713,6,24956,0,0,18,4324.14
0,0.0,0,5,148.0,1,0,0,8,51468,1,1,15,3784.38
10,231.0,54,5,62.0,1,19,8465,9,40637,0,0,43,6146.31
4,77.0,22,5,101.0,1,3,527,2,10232,1,0,15,3187.26
6,104.0,24,1,64.0,1,1,87,7,40447,1,0,16,2903.85
0,0.0,0,5,90.0,0,4,2897,5,11520,1,1,16,2503.21
1,16.0,4,5,82.0,1,7,5437,6,28767,1,0,20,3772.72
5,14.0,12,2,96.0,1,13,7098,7,20307,0,0,27,3801.13
6,52.0,18,1,8.0,1,16,7867,8,36873,1,1,33,2867.81
1,4.0,2,4,112.0,1,15,9288,9,52813,1,0,30,5972.31
7,98.5,26,0,0.0,1,9,4009,0,0,0,1,17,1445.49
2,4.5,4,3,73.0,1,8,3037,2,4907,1,0,16,1862.03
3,129.0,26,2,40.0,1,5,2956,10,64359,1,0,21,4189.26
6,87.0,26,3,50.0,1,2,599,0,0,1,1,13,2286.96
3,32.0,12,2,48.0,1,15,6170,6,36166,1,1,28,2984.71
6,104.0,26,1,1.0,0,10,3812,0,0,0,1,18,1979.88
7,128.0,34,3,112.0,1,0,0,0,0,0,1,11,3399.0
3,17.5,6,1,32.0,1,3,709,2,4154,1,1,11,1344.22
9,249.0,40,1,8.0,1,15,7052,4,16413,1,0,30,3436.56
9,168.0,32,1,1.0,1,14,5808,6,39085,1,1,32,3383.57
4,58.0,12,3,76.0,1,8,2764,6,32076,0,0,21,3430.26
6,154.0,26,0,0.0,1,13,5358,9,35779,0,0,28,2238.11
4,97.0,28,3,20.0,1,9,3389,5,33131,0,0,21,2711.12
10,220.0,42,4,98.0,1,14,6782,1,409,1,0,30,4467.61
3,98.0,26,3,112.0,1,16,9722,5,13326,0,1,28,5016.98
0,0.0,0,3,67.0,1,3,945,7,34971,0,0,13,2075.54
10,264.0,54,0,0.0,0,18,7100,10,43338,0,0,38,4842.51
5,117.0,28,0,0.0,1,17,10326,6,44728,1,1,30,4034.18
4,21.5,10,2,24.0,1,20,8666,7,32106,0,0,33,3396.95
9,62.0,26,4,89.0,1,14,6718,10,44415,1,1,39,4792.63
2,20.0,6,0,0.0,1,15,7429,0,0,0,0,17,1922.84
2,18.0,4,0,0.0,1,20,9857,10,51183,0,0,32,3033.54
8,137.5,36,3,25.0,0,15,7127,7,38202,1,1,35,3652.02
